URL,名称,住所,最寄駅,施工年月,市区
https://db.self-in.com/mansion/566459.html,パンルネックスクリスタル博多３,福岡県福岡市博多区住吉4丁目12番5号,"['博多駅より 徒歩10分', '渡辺通駅より 徒歩10分', '薬院駅より 徒歩15分']",1994年7月,福岡市博多区
https://db.self-in.com/mansion/553729.html,コアマンション住吉,福岡県福岡市博多区住吉5丁目31番1号,"['薬院駅より 徒歩15分', '博多駅より 徒歩19分']",1994年6月,福岡市博多区
https://db.self-in.com/mansion/590368.html,エバーライフ東平尾公園,福岡県福岡市博多区青木1丁目19番,"['福岡空港駅より 徒歩10分', '柚須駅より 徒歩30分', '博多駅より バス15分']",1994年6月,福岡市博多区
https://db.self-in.com/mansion/569762.html,エバーライフ東平尾公園Ｂ棟,福岡県福岡市博多区青木1丁目19番1号,['福岡空港駅より 徒歩10分'],1994年6月,福岡市博多区
https://db.self-in.com/mansion/560556.html,エバーライフ東平尾公園Ｃ棟,福岡県福岡市博多区青木1丁目19番1号,['福岡空港駅より 徒歩10分'],1994年6月,福岡市博多区
https://db.self-in.com/mansion/561349.html,エバーライフ東平尾公園Ａ棟,福岡県福岡市博多区青木1丁目19番1号,['福岡空港駅より 徒歩10分'],1994年6月,福岡市博多区
https://db.self-in.com/mansion/554259.html,ステーションアベニュー,福岡県福岡市博多区吉塚本町9番10号,['吉塚駅より 徒歩1分'],1994年3月,福岡市博多区
https://db.self-in.com/mansion/515722.html,ドミエスポワール南福岡,福岡県福岡市博多区竹丘町2丁目4番7号,"['南福岡駅より 徒歩5分', '雑餉隈駅より 徒歩5分']",1994年3月,福岡市博多区
https://db.self-in.com/mansion/573273.html,ピュアドーム博多アクティオ,福岡県福岡市博多区美野島3丁目4番15号,"['博多駅より 徒歩15分', '西鉄平尾駅より 徒歩19分']",1994年2月,福岡市博多区
https://db.self-in.com/mansion/564653.html,アムール竹下駅東,福岡県福岡市博多区那珂6丁目6番18号,['竹下駅より 徒歩12分'],1994年2月,福岡市博多区
https://db.self-in.com/mansion/513201.html,セントポリア南福岡,福岡県福岡市博多区寿町2丁目5番22号,"['南福岡駅より 徒歩2分', '雑餉隈駅より 徒歩9分']",1994年1月,福岡市博多区
https://db.self-in.com/mansion/513147.html,アムール吉塚,福岡県福岡市博多区吉塚5丁目17番39号,['吉塚駅より 徒歩10分'],1993年11月,福岡市博多区
https://db.self-in.com/mansion/725738.html,コーポランド春日原,福岡県福岡市博多区西春町4丁目5番8号,"['春日原駅より 徒歩8分', '春日駅より 徒歩10分']",1993年10月,福岡市博多区
https://db.self-in.com/mansion/584643.html,ロワールマンション空港南,福岡県福岡市博多区金の隈2丁目13番13号,"['堤ケ浦バス停より 徒歩6分', '南福岡駅より バス19分']",1993年8月,福岡市博多区
https://db.self-in.com/mansion/514985.html,ライオンズマンション県庁東,福岡県福岡市博多区吉塚1丁目16番8号,['吉塚駅より 徒歩5分'],1993年4月,福岡市博多区
https://db.self-in.com/mansion/515283.html,パンルネックス・クリスタル空港,福岡県福岡市博多区空港前2丁目14番4号,['福岡空港駅より 徒歩7分'],1993年1月,福岡市博多区
https://db.self-in.com/mansion/513578.html,クローバーマンション空港東,福岡県福岡市博多区浦田1丁目9番2号,"['西鉄バス浦田バス停より 徒歩1分', '博多駅より バス29分']",1992年11月,福岡市博多区
https://db.self-in.com/mansion/564546.html,じゅうグランドモア空港通り,福岡県福岡市博多区吉塚4丁目2番1号,"['吉塚駅より 徒歩14分', '博多駅より バス5分']",1992年11月,福岡市博多区
https://db.self-in.com/mansion/513121.html,コスモ南福岡ウイングガーデン,福岡県福岡市博多区南八幡町2丁目8番5号,"['雑餉隈駅より 徒歩10分', '南福岡駅より 徒歩12分']",1992年10月,福岡市博多区
https://db.self-in.com/mansion/513079.html,JGM空港通り,福岡県福岡市博多区吉塚4丁目2番1号,['吉塚駅より 徒歩14分'],1992年9月,福岡市博多区
https://db.self-in.com/mansion/513465.html,ライオンズマンション博多駅南第３,福岡県福岡市博多区比恵町8番8号,"['東比恵駅より 徒歩5分', '博多駅より 徒歩11分', '博多駅より バス4分']",1992年9月,福岡市博多区
https://db.self-in.com/mansion/515677.html,ライオンズマンション南福岡中央,福岡県福岡市博多区銀天町2丁目1番26号,"['雑餉隈駅より 徒歩3分', '南福岡駅より 徒歩8分']",1992年8月,福岡市博多区
https://db.self-in.com/mansion/722398.html,アーサー那珂リベックス,福岡県福岡市博多区那珂4丁目26番20号,['竹下駅より 徒歩21分'],1992年8月,福岡市博多区
https://db.self-in.com/mansion/563290.html,ホテルスカイコート博多,福岡県福岡市博多区祇園町4番73号,['祇園駅より 徒歩2分'],1992年7月,福岡市博多区
https://db.self-in.com/mansion/542744.html,フレックス博多５,福岡県福岡市博多区竹下1丁目18番25号,['竹下駅より 徒歩3分'],1992年5月,福岡市博多区
https://db.self-in.com/mansion/579794.html,パンルネックスクリスタル博多２,福岡県福岡市博多区吉塚3丁目20番29号,"['博多駅より 徒歩15分', '吉塚駅より 徒歩14分']",1992年5月,福岡市博多区
https://db.self-in.com/mansion/515579.html,ピュアドーム博多レビュー,福岡県福岡市博多区美野島3丁目13番3号,"['博多駅より 徒歩15分', '竹下駅より 徒歩20分']",1992年5月,福岡市博多区
https://db.self-in.com/mansion/514839.html,アルテハイム博多,福岡県福岡市博多区美野島2丁目1番32号,['博多駅より 徒歩14分'],1992年4月,福岡市博多区
https://db.self-in.com/mansion/514155.html,ステイタスマンション吉塚,福岡県福岡市博多区吉塚2丁目3番2号,"['吉塚駅より 徒歩5分', '馬出九大病院前駅より 徒歩10分']",1992年3月,福岡市博多区
https://db.self-in.com/mansion/514168.html,サーパス博多駅前,福岡県福岡市博多区美野島3丁目1番2号,['博多駅より 徒歩15分'],1992年3月,福岡市博多区
https://db.self-in.com/mansion/515316.html,ラ・レジダンス・ド 福岡県庁前,福岡県福岡市博多区千代1丁目30番24号,"['吉塚駅より 徒歩5分', '千代県庁口駅より 徒歩6分']",1992年3月,福岡市博多区
https://db.self-in.com/mansion/513089.html,ライオンズマンション箱崎南,福岡県福岡市博多区吉塚7丁目12番8号,['吉塚駅より 徒歩8分'],1992年2月,福岡市博多区
https://db.self-in.com/mansion/546906.html,エステートモア博多２,福岡県福岡市博多区住吉5丁目7番,['博多駅より 徒歩14分'],1992年2月,福岡市博多区
https://db.self-in.com/mansion/555792.html,ラポール板付,福岡県福岡市博多区西月隈3丁目2番16号,['博多駅より バス20分'],1992年2月,福岡市博多区
https://db.self-in.com/mansion/513837.html,イトーピア天神東,福岡県福岡市博多区対馬小路11番3号,['中洲川端駅より 徒歩10分'],1992年1月,福岡市博多区
https://db.self-in.com/mansion/514614.html,アーバンクルーザー博多駅前,福岡県福岡市博多区博多駅前4丁目23番4号,['博多駅より 徒歩10分'],1992年1月,福岡市博多区
https://db.self-in.com/mansion/514853.html,ダイナコート千代県庁口,福岡県福岡市博多区千代3丁目5番24号,"['千代県庁口駅より 徒歩1分', '呉服町駅より 徒歩9分']",1991年12月,福岡市博多区
https://db.self-in.com/mansion/564707.html,チサンマンション南福岡２,福岡県福岡市博多区南八幡町1丁目4番,"['南福岡駅より 徒歩8分', '雑餉隈駅より 徒歩8分']",1991年12月,福岡市博多区
https://db.self-in.com/mansion/514064.html,エステートモアサザンステーション,福岡県福岡市博多区博多駅南2丁目17番14号,['博多駅より 徒歩7分'],1991年11月,福岡市博多区
https://db.self-in.com/mansion/548878.html,エクレール博多南２,福岡県福岡市博多区東那珂3丁目11番39号,"['竹下駅より 徒歩22分', '博多駅より バス17分']",1991年9月,福岡市博多区
https://db.self-in.com/mansion/557643.html,パンルネックスクリスタル博多,福岡県福岡市博多区吉塚3丁目25番3号,"['博多駅より 徒歩12分', '東比恵駅より 徒歩12分']",1991年9月,福岡市博多区
https://db.self-in.com/mansion/515701.html,フォルム博多南,福岡県福岡市博多区諸岡3丁目33番11号,"['井尻駅より 徒歩12分', '笹原駅より 徒歩12分']",1991年9月,福岡市博多区
https://db.self-in.com/mansion/596088.html,ライオンズマンション博多南第３,福岡県福岡市博多区諸岡2丁目5番33号,"['笹原駅より 徒歩15分', '井尻駅より 徒歩18分']",1991年9月,福岡市博多区
https://db.self-in.com/mansion/590790.html,ライベストコート南福岡２,福岡県福岡市博多区元町2丁目5番21号,['南福岡駅より 徒歩3分'],1991年8月,福岡市博多区
https://db.self-in.com/mansion/513094.html,ライオンズマンション井尻東,福岡県福岡市博多区諸岡4丁目22番10号,['笹原駅より 徒歩10分'],1991年7月,福岡市博多区
https://db.self-in.com/mansion/513169.html,南福岡パークホームズ,福岡県福岡市博多区竹丘町1丁目4番3号,"['南福岡駅より 徒歩4分', '雑餉隈駅より 徒歩7分']",1991年7月,福岡市博多区
https://db.self-in.com/mansion/514712.html,JGM県庁口,福岡県福岡市博多区千代1丁目24番12号,['千代県庁口駅より 徒歩4分'],1991年7月,福岡市博多区
https://db.self-in.com/mansion/1247168.html,ステイツ天神東2,福岡県福岡市博多区大博町6番28号,"['呉服町駅より 徒歩11分', '千代県庁口駅より 徒歩14分', '中洲川端駅より 徒歩16分']",1991年7月,福岡市博多区
https://db.self-in.com/mansion/515286.html,ピュアドーム井尻,福岡県福岡市博多区諸岡5丁目3番6号,"['笹原駅より 徒歩7分', '井尻駅より 徒歩11分']",1991年7月,福岡市博多区
https://db.self-in.com/mansion/514893.html,ルネスロワール東公園,福岡県福岡市博多区千代2丁目8番6号,"['千代県庁口駅より 徒歩5分', '呉服町駅より 徒歩9分']",1991年6月,福岡市博多区
https://db.self-in.com/mansion/513379.html,ステイツ天神東３,福岡県福岡市博多区大博町7番3号,"['呉服町駅より 徒歩10分', '千代県庁口駅より 徒歩12分', '中洲川端駅より 徒歩17分', '祇園駅より 徒歩17分']",1991年6月,福岡市博多区
https://db.self-in.com/mansion/515686.html,フォーラム南福岡,福岡県福岡市博多区新和町2丁目2番7号,"['南福岡駅より 徒歩10分', '春日駅より 徒歩9分', '春日原駅より 徒歩15分']",1991年6月,福岡市博多区
https://db.self-in.com/mansion/595621.html,ライオンズプラザ博多駅南,福岡県福岡市博多区博多駅南3丁目5番13号,"['博多駅より 徒歩14分', '博多駅より バス6分']",1991年6月,福岡市博多区
https://db.self-in.com/mansion/515307.html,朝日プラザ博多７,福岡県福岡市博多区比恵町15番6号,"['東比恵駅より 徒歩6分', '博多駅より 徒歩13分']",1991年6月,福岡市博多区
https://db.self-in.com/mansion/515480.html,朝日プラザ博多８,福岡県福岡市博多区神屋町7番18号,"['呉服町駅より 徒歩10分', '中洲川端駅より 徒歩12分']",1991年5月,福岡市博多区
https://db.self-in.com/mansion/554168.html,ステイツ博多駅２,福岡県福岡市博多区堅粕5丁目5番3号,['博多駅より 徒歩6分'],1991年5月,福岡市博多区
https://db.self-in.com/mansion/515013.html,ルネスロワール博多駅南,福岡県福岡市博多区博多駅南2丁目7番13号,['博多駅より 徒歩12分'],1991年5月,福岡市博多区
https://db.self-in.com/mansion/514792.html,ライオンズマンション博多駅南第２,福岡県福岡市博多区博多駅南2丁目7番15号,['博多駅より 徒歩9分'],1991年5月,福岡市博多区
https://db.self-in.com/mansion/721673.html,朝日プラザ８,福岡県福岡市博多区神屋町7番18号,['中洲川端駅より 徒歩13分'],1991年4月,福岡市博多区
https://db.self-in.com/mansion/721966.html,グランピアマンショングーテンハイツ空港南２,福岡県福岡市博多区板付868番2号,"['西鉄バス「板付二丁目」バス停より 徒歩3分', '博多駅より バス21分']",1991年4月,福岡市博多区
https://db.self-in.com/mansion/514679.html,フォーラム石城町,福岡県福岡市博多区石城町8番7号,['呉服町駅より 徒歩13分'],1991年4月,福岡市博多区
https://db.self-in.com/mansion/737411.html,グランピアマンション呉服町２,福岡県福岡市博多区上呉服町4番8号,['呉服町駅より 徒歩3分'],1991年4月,福岡市博多区
https://db.self-in.com/mansion/514982.html,ダイナコートベイサイド博多,福岡県福岡市博多区石城町3番20号,"['呉服町駅より 徒歩9分', '博多駅より バス9分']",1991年4月,福岡市博多区
https://db.self-in.com/mansion/515666.html,メゾン・ド・ソワール,福岡県福岡市博多区下呉服町4番21号,['呉服町駅より 徒歩6分'],1991年3月,福岡市博多区
https://db.self-in.com/mansion/513627.html,アーベイン東公園,福岡県福岡市博多区千代1丁目25番1号,"['千代県庁口駅より 徒歩5分', '吉塚駅より 徒歩10分']",1991年3月,福岡市博多区
https://db.self-in.com/mansion/558186.html,シティライフ空港南２,福岡県福岡市博多区西月隈5丁目19番36号,"['新屋バス停より 徒歩5分', '笹原駅より 徒歩23分', '博多駅より バス23分']",1991年3月,福岡市博多区
https://db.self-in.com/mansion/514696.html,ルエメゾンロワール南福岡2,福岡県福岡市博多区相生町3丁目4番10号,"['南福岡駅より 徒歩8分', '雑餉隈駅より 徒歩8分']",1991年3月,福岡市博多区
https://db.self-in.com/mansion/515741.html,サムティ美野島,福岡県福岡市博多区美野島1丁目16番22号,['博多駅より 徒歩12分'],1991年3月,福岡市博多区
https://db.self-in.com/mansion/515016.html,ライオンズマンション大博通り,福岡県福岡市博多区下呉服町7番6号,"['呉服町駅より 徒歩6分', '中洲川端駅より 徒歩12分', '祇園駅より 徒歩13分']",1991年3月,福岡市博多区
https://db.self-in.com/mansion/513525.html,ステイタスマンション博多駅前,福岡県福岡市博多区住吉5丁目6番3号,['博多駅より 徒歩13分'],1991年3月,福岡市博多区
https://db.self-in.com/mansion/513612.html,ロマネスク博多駅前,福岡県福岡市博多区博多駅前4丁目33番7号,['博多駅より 徒歩11分'],1991年2月,福岡市博多区
https://db.self-in.com/mansion/513136.html,リーベスト南福岡,福岡県福岡市博多区光丘町1丁目3番23号,"['春日原駅より 徒歩11分', '南福岡駅より 徒歩8分', '春日駅より 徒歩6分']",1991年2月,福岡市博多区
https://db.self-in.com/mansion/513927.html,フレックス２１博多２,福岡県福岡市博多区千代2丁目2番43号,"['祇園駅より 徒歩7分', '千代県庁口駅より 徒歩9分', '呉服町駅より 徒歩13分']",1991年2月,福岡市博多区
https://db.self-in.com/mansion/514299.html,フォーラム美野島,福岡県福岡市博多区美野島2丁目15番14号,['博多駅より 徒歩17分'],1991年2月,福岡市博多区
https://db.self-in.com/mansion/515375.html,朝日プラザ博多５ターミナルスクエア,福岡県福岡市博多区堅粕4丁目1番31号,['博多駅より 徒歩6分'],1991年1月,福岡市博多区
https://db.self-in.com/mansion/515416.html,ロマネスク美野島,福岡県福岡市博多区美野島2丁目11番15号,['博多駅より 徒歩18分'],1991年1月,福岡市博多区
https://db.self-in.com/mansion/515695.html,フォルム博多駅南2,福岡県福岡市博多区東光寺町1丁目12番24号,['竹下駅より 徒歩13分'],1991年1月,福岡市博多区
https://db.self-in.com/mansion/544639.html,フォルム南福岡２,福岡県福岡市博多区麦野4丁目38番6号,"['雑餉隈駅より 徒歩1分', '南福岡駅より 徒歩10分']",1991年1月,福岡市博多区
https://db.self-in.com/mansion/514951.html,エステートモアイーストパーク,福岡県福岡市博多区千代5丁目11番20号,"['千代県庁口駅より 徒歩12分', '吉塚駅より 徒歩23分']",1991年1月,福岡市博多区
https://db.self-in.com/mansion/514468.html,ダイナコート大博通り,福岡県福岡市博多区大博町7番9号,"['呉服町駅より 徒歩8分', '中洲川端駅より 徒歩12分']",1991年1月,福岡市博多区
https://db.self-in.com/mansion/514730.html,エステートモア博多駅南,福岡県福岡市博多区博多駅南6丁目16番8号,['竹下駅より 徒歩9分'],1991年1月,福岡市博多区
https://db.self-in.com/mansion/515546.html,朝日プラザ博多６,福岡県福岡市博多区美野島3丁目5番13号,"['博多駅より 徒歩18分', '西鉄平尾駅より 徒歩20分', '竹下駅より 徒歩21分']",1991年1月,福岡市博多区
https://db.self-in.com/mansion/513511.html,エステートモア博多APEX,福岡県福岡市博多区美野島3丁目15番3号,['博多駅より 徒歩10分'],1991年1月,福岡市博多区
https://db.self-in.com/mansion/564039.html,クローバーマンション空港南２,福岡県福岡市博多区金の隈3丁目20番2号,"['雑餉隈駅より 徒歩30分', '南福岡駅より バス13分']",1990年12月,福岡市博多区
https://db.self-in.com/mansion/567439.html,エスポワール吉塚,福岡県福岡市博多区吉塚5丁目1番22号,['吉塚駅より 徒歩6分'],1990年12月,福岡市博多区
https://db.self-in.com/mansion/515305.html,朝日プラザ博多４,福岡県福岡市博多区美野島2丁目7番27号,['博多駅より 徒歩15分'],1990年12月,福岡市博多区
https://db.self-in.com/mansion/515061.html,メゾン・ド・フレイエ,福岡県福岡市博多区竹下4丁目2番17号,['竹下駅より 徒歩3分'],1990年12月,福岡市博多区
https://db.self-in.com/mansion/514993.html,フォルム博多ステーション,福岡県福岡市博多区博多駅南5丁目7番,['竹下駅より 徒歩10分'],1990年11月,福岡市博多区
https://db.self-in.com/mansion/515830.html,メゾン・ド・シェルマン,福岡県福岡市博多区光丘町1丁目4番10号,['南福岡駅より 徒歩8分'],1990年11月,福岡市博多区
https://db.self-in.com/mansion/548613.html,三愛シティライフ美野島,福岡県福岡市博多区美野島1丁目9番15号,"['博多駅より 徒歩15分', '西鉄平尾駅より 徒歩17分', '渡辺通駅より 徒歩18分']",1990年10月,福岡市博多区
https://db.self-in.com/mansion/589854.html,ステイツ博多駅南,福岡県福岡市博多区美野島3丁目14番2号,['博多駅より 徒歩17分'],1990年9月,福岡市博多区
https://db.self-in.com/mansion/588744.html,ロマネスク呉服町,福岡県福岡市博多区下呉服町7番205号,['呉服町駅より 徒歩7分'],1990年9月,福岡市博多区
https://db.self-in.com/mansion/515537.html,ロマネスク南博多,福岡県福岡市博多区西春町3丁目3番18号,"['春日原駅より 徒歩9分', '南福岡駅より 徒歩10分']",1990年9月,福岡市博多区
https://db.self-in.com/mansion/515038.html,ライベストコート美野島,福岡県福岡市博多区美野島3丁目14番3号,"['博多駅より 徒歩15分', '西鉄平尾駅より 徒歩17分']",1990年9月,福岡市博多区
https://db.self-in.com/mansion/514741.html,県庁前シティピアエクセル30,福岡県福岡市博多区千代4丁目11番29号,"['千代県庁口駅より 徒歩3分', '吉塚駅より 徒歩15分']",1990年8月,福岡市博多区
https://db.self-in.com/mansion/550192.html,三愛シティライフ空港南,福岡県福岡市博多区金の隈1丁目28番13号,"['雑餉隈駅より 徒歩29分', '笹原駅より 徒歩37分']",1990年7月,福岡市博多区
https://db.self-in.com/mansion/581255.html,ロワールマンション山王公園南,福岡県福岡市博多区半道橋1丁目7番3号,"['東比恵駅より 徒歩20分', '博多駅より バス12分']",1990年7月,福岡市博多区
https://db.self-in.com/mansion/515019.html,ダイナコートグランデュール博多,福岡県福岡市博多区住吉2丁目17番25号,['博多駅より 徒歩9分'],1990年7月,福岡市博多区
https://db.self-in.com/mansion/513794.html,ステイツ博多駅,福岡県福岡市博多区堅粕5丁目5番3号,['博多駅より 徒歩6分'],1990年6月,福岡市博多区
https://db.self-in.com/mansion/513585.html,ロワールマンションロゼ吉塚,福岡県福岡市博多区吉塚4丁目2番14号,"['吉塚駅より 徒歩16分', '博多駅より バス5分']",1990年6月,福岡市博多区
https://db.self-in.com/mansion/600884.html,ロワールマンションロゼ吉塚Ａ棟,福岡県福岡市博多区吉塚4丁目2番14号,['吉塚駅より 徒歩12分'],1990年6月,福岡市博多区
https://db.self-in.com/mansion/513361.html,フォーラム博多駅南,福岡県福岡市博多区博多駅南3丁目9番10号,['博多駅より 徒歩13分'],1990年6月,福岡市博多区
https://db.self-in.com/mansion/548111.html,ロマネスク天神東,福岡県福岡市博多区対馬小路9番17号,"['中洲川端駅より 徒歩11分', '呉服町駅より 徒歩15分', '西鉄福岡（天神）駅より バス7分']",1990年4月,福岡市博多区
https://db.self-in.com/mansion/514150.html,ライオンズマンション博多中央,福岡県福岡市博多区冷泉町6番35号,['祇園駅より 徒歩3分'],1990年4月,福岡市博多区
https://db.self-in.com/mansion/513135.html,プリメール吉塚公園,福岡県福岡市博多区吉塚2丁目3番8号,['吉塚駅より 徒歩4分'],1990年4月,福岡市博多区
https://db.self-in.com/mansion/515700.html,セントラルコート駅南,福岡県福岡市博多区美野島3丁目19番16号,['博多駅より 徒歩20分'],1990年4月,福岡市博多区
https://db.self-in.com/mansion/594596.html,朝日プラザ博多３ターミナルスクエア,福岡県福岡市博多区博多駅東1丁目5番10号,['博多駅より 徒歩5分'],1990年4月,福岡市博多区
https://db.self-in.com/mansion/565554.html,アンピール第２竹下,福岡県福岡市博多区竹下5丁目23番11号,['竹下駅より 徒歩7分'],1990年3月,福岡市博多区
https://db.self-in.com/mansion/513346.html,サーパス大博通り,福岡県福岡市博多区大博町5番27号,"['呉服町駅より 徒歩8分', '中洲川端駅より 徒歩12分', '博多駅より バス8分']",1990年3月,福岡市博多区
https://db.self-in.com/mansion/513914.html,ダイナコートパピヨン吉塚,福岡県福岡市博多区吉塚2丁目2番4号,['吉塚駅より 徒歩3分'],1990年3月,福岡市博多区
https://db.self-in.com/mansion/515239.html,ステイタスマンション博多駅南,福岡県福岡市博多区東光寺町1丁目23番3号,"['竹下駅より 徒歩10分', '博多駅より バス11分']",1990年3月,福岡市博多区
https://db.self-in.com/mansion/513769.html,ロマネスク博多駅前第2,福岡県福岡市博多区博多駅前4丁目30番24号,['博多駅より 徒歩8分'],1990年3月,福岡市博多区
https://db.self-in.com/mansion/513068.html,サンシティ博多フレックス21,福岡県福岡市博多区大博町7番30号,"['呉服町駅より 徒歩6分', '博多駅より 徒歩10分']",1990年2月,福岡市博多区
https://db.self-in.com/mansion/515745.html,メゾン・ド・ルソール,福岡県福岡市博多区美野島2丁目5番22号,['博多駅より 徒歩15分'],1990年2月,福岡市博多区
https://db.self-in.com/mansion/513715.html,ダイナコート県庁前,福岡県福岡市博多区千代4丁目4番14号,"['千代県庁口駅より 徒歩2分', '吉塚駅より 徒歩15分']",1990年2月,福岡市博多区
https://db.self-in.com/mansion/513230.html,ステイツ天神東,福岡県福岡市博多区奈良屋町9番15号,['呉服町駅より 徒歩6分'],1990年2月,福岡市博多区
https://db.self-in.com/mansion/513320.html,エステートモアアバン博多ステーション,福岡県福岡市博多区住吉2丁目5番2号,"['博多駅より 徒歩8分', '祇園駅より 徒歩9分']",1990年1月,福岡市博多区
https://db.self-in.com/mansion/513623.html,アンピール第2板付,福岡県福岡市博多区麦野2丁目14番6号,"['笹原駅より 徒歩10分', '雑餉隈駅より 徒歩18分']",1989年12月,福岡市博多区
https://db.self-in.com/mansion/543683.html,スワンマンション板付,福岡県福岡市博多区板付4丁目10番11号,"['笹原駅より 徒歩20分', '板付四丁目バス停より 徒歩3分', '大橋駅より バス14分']",1989年12月,福岡市博多区
https://db.self-in.com/mansion/576275.html,アンピール第３板付,福岡県福岡市博多区板付7丁目5番28号,"['笹原駅より 徒歩7分', '博多駅より バス20分']",1989年11月,福岡市博多区
https://db.self-in.com/mansion/588259.html,三愛シティライフ博多駅東,福岡県福岡市博多区東光2丁目22番62号,"['東比恵駅より 徒歩8分', '博多駅より バス4分']",1989年11月,福岡市博多区
https://db.self-in.com/mansion/515384.html,ダイナコート博多,福岡県福岡市博多区博多駅前4丁目34番5号,['博多駅より 徒歩13分'],1989年10月,福岡市博多区
https://db.self-in.com/mansion/513162.html,アンピール空港通り,福岡県福岡市博多区吉塚4丁目8番36号,"['吉塚駅より 徒歩15分', '西鉄バス「豊」バス停より 徒歩4分']",1989年9月,福岡市博多区
https://db.self-in.com/mansion/513181.html,コスモテール吉塚,福岡県福岡市博多区吉塚2丁目20番9号,['吉塚駅より 徒歩10分'],1989年9月,福岡市博多区
https://db.self-in.com/mansion/564719.html,スカイハイツ南福岡,福岡県福岡市博多区麦野6丁目17番25号,['雑餉隈駅より 徒歩5分'],1989年9月,福岡市博多区
https://db.self-in.com/mansion/514380.html,ルエメゾンロワール南福岡,福岡県福岡市博多区竹丘町1丁目1番11号,"['南福岡駅より 徒歩4分', '雑餉隈駅より 徒歩7分']",1989年8月,福岡市博多区
https://db.self-in.com/mansion/513616.html,ロワールマンションアール板付壱番館,福岡県福岡市博多区西月隈3丁目8番11号,"['板付バス停より 徒歩4分', '博多駅より バス20分']",1989年8月,福岡市博多区
https://db.self-in.com/mansion/515750.html,サンライフ博多壱番館,福岡県福岡市博多区博多駅南5丁目30番27号,"['博多駅より 徒歩15分', '竹下駅より 徒歩12分']",1989年8月,福岡市博多区
https://db.self-in.com/mansion/513596.html,ロワールマンションアール板付弐番館,福岡県福岡市博多区西月隈3丁目8番12号,"['竹下駅より バス8分', '博多駅より バス20分']",1989年8月,福岡市博多区
https://db.self-in.com/mansion/719237.html,三愛シティライフ空港板付２,福岡県福岡市博多区西月隈3丁目1番2号,['博多駅より バス20分'],1989年8月,福岡市博多区
https://db.self-in.com/mansion/777504.html,ロワールマンション板付２番館,福岡県福岡市博多区西月隈3丁目8番12号,['竹下駅より 徒歩29分'],1989年6月,福岡市博多区
https://db.self-in.com/mansion/513099.html,ユーハイム博多南,福岡県福岡市博多区竹下1丁目3番34号,['竹下駅より 徒歩7分'],1989年6月,福岡市博多区
https://db.self-in.com/mansion/553968.html,オリエントハイツ東那珂,福岡県福岡市博多区東那珂1丁目15番55号,"['竹下駅より 徒歩14分', '博多駅より バス11分']",1989年6月,福岡市博多区
https://db.self-in.com/mansion/513573.html,ロマネスクステーションプラザ博多,福岡県福岡市博多区博多駅東1丁目4番8号,['博多駅より 徒歩5分'],1989年4月,福岡市博多区
https://db.self-in.com/mansion/591148.html,エステートモア博多駅前,福岡県福岡市博多区博多駅前4丁目37番52号,['博多駅より 徒歩12分'],1989年3月,福岡市博多区
https://db.self-in.com/mansion/544874.html,ダイナコート吉塚,福岡県福岡市博多区吉塚5丁目7番33号,['吉塚駅より 徒歩8分'],1989年3月,福岡市博多区
https://db.self-in.com/mansion/559727.html,三愛シティライフ板付,福岡県福岡市博多区西月隈1丁目13番28号,['竹下駅より 徒歩25分'],1989年3月,福岡市博多区
https://db.self-in.com/mansion/513142.html,笹原南パークマンション,福岡県福岡市博多区三筑1丁目8番13号,['笹原駅より 徒歩10分'],1989年3月,福岡市博多区
https://db.self-in.com/mansion/561297.html,エクレール博多南,福岡県福岡市博多区東那珂3丁目1番40号,"['竹下駅より 徒歩12分', '博多駅より バス11分']",1989年3月,福岡市博多区
https://db.self-in.com/mansion/513787.html,スワンマンション空港南,福岡県福岡市博多区金の隈1丁目28番22号,"['福岡空港駅より バス21分', '南福岡駅より バス17分']",1989年3月,福岡市博多区
https://db.self-in.com/mansion/514832.html,エステートモア博多,福岡県福岡市博多区美野島1丁目6番22号,['博多駅より 徒歩14分'],1989年2月,福岡市博多区
https://db.self-in.com/mansion/515615.html,ライベストコート南福岡,福岡県福岡市博多区寿町3丁目5番33号,"['南福岡駅より 徒歩3分', '雑餉隈駅より 徒歩6分']",1989年2月,福岡市博多区
https://db.self-in.com/mansion/515407.html,ロマネスク東公園,福岡県福岡市博多区千代1丁目23番22号,"['千代県庁口駅より 徒歩6分', '吉塚駅より 徒歩4分']",1989年2月,福岡市博多区
https://db.self-in.com/mansion/564108.html,三愛シティライフ筑紫通博多,福岡県福岡市博多区那珂5丁目6番22号,['竹下駅より 徒歩19分'],1989年2月,福岡市博多区
https://db.self-in.com/mansion/513446.html,ダイアパレス南福岡,福岡県福岡市博多区春町2丁目2番17号,['雑餉隈駅より 徒歩8分'],1989年1月,福岡市博多区
https://db.self-in.com/mansion/513013.html,チュリス川端,福岡県福岡市博多区上川端町14番20号,"['中洲川端駅より 徒歩4分', '呉服町駅より 徒歩4分']",1989年1月,福岡市博多区
https://db.self-in.com/mansion/712779.html,クローバーマンション空港南,福岡県福岡市博多区金の隈1丁目28番39号,"['西鉄バス「金隈遺跡」バス停より 徒歩1分', '福岡空港駅より バス14分', '南福岡駅より バス17分']",1989年1月,福岡市博多区
